nome_geografico,categoria,classe,uf,latitude,longitude
Rio Muniz,HID,Trecho_Drenagem,ES,-189.055,-407.122
Rio Muqui,LOC,Area_Edificada,ES,-20.99,-410.038
Rio Muqui,LOC,Vila,ES,-209.897,-410.027
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.813,-411.389
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-208.985,-412.774
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.592,-413.562
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.081,-412.954
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-210.197,-410.713
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.109,-412.069
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-210.182,-408.811
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.034,-412.385
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-20.905,-412.911
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.805,-413.685
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.591,-413.884
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-210.143,-411.098
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-208.983,-412.638
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-210.107,-410.466
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.996,-410.157
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.998,-409.378
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.996,-409.273
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.974,-409.548
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.955,-409.467
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.541,-413.509
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-210.043,-411.241
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.973,-409.605
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.955,-409.927
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.926,-411.295
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-210.088,-408.517
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.891,-411.329
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.054,-412.595
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-210.109,-411.184
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.722,-411.464
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.679,-41.149
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.588,-411.497
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-210.016,-40.933
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-210.007,-413.724
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.922,-409.655
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.895,-41.371
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.752,-413.802
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-210.155,-410.896
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.147,-411.955
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.263,-411.856
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.244,-413.111
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-210.131,-410.965
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.286,-413.144
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.971,-409.167
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.333,-413.192
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.336,-411.695
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-210.181,-408.615
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.313,-411.766
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.425,-413.326
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-210.037,-408.945
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.345,-411.812
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.391,-413.279
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-210.039,-410.277
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.422,-411.585
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.486,-411.545
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.505,-413.461
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.399,-411.658
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.865,-413.697
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-208.993,-412.473
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.464,-413.379
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.128,-411.999
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.135,-412.309
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.117,-412.157
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.144,-413.022
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.057,-412.488
Rio Muqui do Norte,HID,Trecho_Drenagem,ES,-209.029,-41.285
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-20.909,-415.344
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-210.622,-413.661
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-210.805,-413.572
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-212.101,-413.327
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-212.043,-413.318
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-21.192,-413.335
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-211.838,-413.347
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-211.792,-41.331
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-211.735,-413.283
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-21.17,-413.328
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-211.644,-413.371
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-211.584,-41.333
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-211.461,-413.317
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-211.331,-413.306
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-21.124,-413.326
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-211.133,-413.331
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-211.016,-413.375
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-210.919,-413.575
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-210.692,-41.359
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-210.558,-413.698
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-210.395,-414.308
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-210.314,-414.443
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-210.245,-414.038
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-21.026,-414.501
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-210.336,-413.815
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-209.504,-414.948
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-210.905,-41.347
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-210.463,-413.723
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-209.373,-414.935
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-209.338,-414.959
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-209.256,-415.013
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-209.005,-415.518
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-210.208,-413.984
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-209.052,-415.287
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-209.013,-415.232
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-209.105,-415.141
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-210.058,-414.646
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-210.183,-414.583
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-210.857,-413.571
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-210.403,-414.075
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-209.722,-414.933
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-211.538,-413.337
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-21.022,-414.544
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-20.999,-414.788
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-209.874,-414.904
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-209.587,-414.968
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-209.465,-414.941
Rio Muqui do Sul,HID,Trecho_Drenagem,ES,-20.94,-414.943
Rio Mutum ou Boapaba,HID,Trecho_Drenagem,ES,-196.831,-405.994
Rio Mutum ou Boapaba,HID,Trecho_Drenagem,ES,-196.739,-406.026
Rio Mutum ou Boapaba,HID,Trecho_Drenagem,ES,-196.583,-406.096
Rio Mutum ou Boapaba,HID,Trecho_Drenagem,ES,-197.045,-405.722
Rio Mutum ou Boapaba,HID,Trecho_Drenagem,ES,-196.666,-406.067
Rio Mutum ou Boapaba,HID,Trecho_Drenagem,ES,-197.185,-40.567
Rio Mutum ou Boapaba,HID,Trecho_Drenagem,ES,-196.516,-406.109
Rio Mutum ou Boapaba,HID,Trecho_Drenagem,ES,-196.381,-406.156
Rio Mutum ou Boapaba,HID,Trecho_Drenagem,ES,-197.323,-405.629
Rio Mutum ou Boapaba,HID,Trecho_Drenagem,ES,-197.085,-405.889
Rio Mutum ou Boapaba,HID,Trecho_Drenagem,ES,-196.969,-405.944
Rio Mutum ou Boapaba,HID,Trecho_Drenagem,ES,-197.038,-405.825
Rio Mutum ou Boapaba,HID,Trecho_Drenagem,ES,-197.041,-405.912
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-193.219,-409.014
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-192.583,-409.082
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-194.174,-40.907
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-193.599,-408.959
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-19.423,-409.058
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-19.46,-409.005
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-194.447,-409.025
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-194.528,-409.011
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-195.018,-408.913
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-194.945,-408.924
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-192.421,-409.089
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-192.367,-409.154
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-192.686,-409.093
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-192.818,-409.089
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-194.653,-408.987
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-194.719,-408.953
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-194.824,-408.927
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-192.962,-409.051
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-193.082,-40.902
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-19.316,-408.981
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-192.485,-409.081
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-19.326,-409.033
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-193.657,-408.987
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-194.149,-409.059
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-19.334,-409.047
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-193.698,-408.995
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-193.482,-40.904
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-193.788,-408.994
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-19.389,-408.978
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-193.941,-409.026
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-193.974,-40.906
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-194.006,-409.066
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-193.434,-409.051
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-194.072,-409.053
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-193.464,-409.045
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-194.292,-409.049
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-194.317,-40.904
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-194.385,-409.025
Rio Mutum Preto,HID,Trecho_Drenagem,ES,-193.524,-40.899
Rio Norte,HID,Trecho_Drenagem,ES,-204.039,-414.289
Rio Norte,HID,Trecho_Drenagem,ES,-204.438,-414.532
Rio Norte,HID,Trecho_Drenagem,ES,-204.524,-414.576
Rio Norte,HID,Trecho_Drenagem,ES,-204.584,-414.614
Rio Norte,HID,Trecho_Drenagem,ES,-20.42,-414.366
Rio Norte,HID,Trecho_Drenagem,ES,-204.648,-414.655
Rio Norte,HID,Trecho_Drenagem,ES,-204.698,-414.733
Rio Norte,HID,Trecho_Drenagem,ES,-204.773,-414.779
Rio Norte,HID,Trecho_Drenagem,ES,-202.385,-413.629
Rio Norte,HID,Trecho_Drenagem,ES,-204.967,-414.897
Rio Norte,HID,Trecho_Drenagem,ES,-203.061,-413.721
Rio Norte,HID,Trecho_Drenagem,ES,-202.499,-413.555
Rio Norte,HID,Trecho_Drenagem,ES,-203.123,-413.772
Rio Norte,HID,Trecho_Drenagem,ES,-203.168,-41.381
Rio Norte,HID,Trecho_Drenagem,ES,-202.649,-413.479
Rio Norte,HID,Trecho_Drenagem,ES,-203.214,-413.841
Rio Norte,HID,Trecho_Drenagem,ES,-203.591,-414.047
Rio Norte,HID,Trecho_Drenagem,ES,-203.795,-414.134
Rio Norte,HID,Trecho_Drenagem,ES,-203.945,-414.226
Rio Norte,HID,Trecho_Drenagem,ES,-203.693,-414.083
Rio Norte,HID,Trecho_Drenagem,ES,-204.869,-414.843
Rio Norte,HID,Trecho_Drenagem,ES,-204.945,-414.854
Rio Norte,HID,Trecho_Drenagem,ES,-202.413,-413.601
Rio Norte,HID,Trecho_Drenagem,ES,-204.322,-414.438
Rio Norte,HID,Trecho_Drenagem,ES,-203.421,-413.934
Rio Norte,HID,Trecho_Drenagem,ES,-202.424,-413.929
Rio Norte,HID,Trecho_Drenagem,ES,-202.847,-413.539
Rio Norte,HID,Trecho_Drenagem,ES,-204.104,-414.322
Rio Norte,HID,Trecho_Drenagem,ES,-202.981,-413.643
Rio Norte,HID,Trecho_Drenagem,ES,-203.251,-41.386
Rio Norte,HID,Trecho_Drenagem,ES,-20.336,-413.898
Rio Norte,HID,Trecho_Drenagem,ES,-203.478,-413.959
Rio Norte,HID,Trecho_Drenagem,ES,-20.403,-41.428
Rio Novo,HID,Trecho_Drenagem,ES,-207.945,-409.926
Rio Novo,HID,Trecho_Drenagem,ES,-206.509,-409.635
Rio Novo,HID,Trecho_Drenagem,ES,-208.898,-408.908
Rio Novo,HID,Trecho_Drenagem,ES,-207.995,-409.871
Rio Novo,HID,Trecho_Drenagem,ES,-206.597,-409.738
Rio Novo,HID,Trecho_Drenagem,ES,-208.089,-409.856
Rio Novo,HID,Trecho_Drenagem,ES,-206.602,-409.654
Rio Novo,HID,Trecho_Drenagem,ES,-206.622,-409.867
Rio Novo,HID,Trecho_Drenagem,ES,-206.669,-409.988
Rio Novo,HID,Trecho_Drenagem,ES,-208.928,-408.681
Rio Novo,HID,Trecho_Drenagem,ES,-208.919,-408.753
Rio Novo,HID,Trecho_Drenagem,ES,-206.369,-409.454
Rio Novo,HID,Trecho_Drenagem,ES,-206.563,-409.653
Rio Novo,HID,Trecho_Drenagem,ES,-208.186,-409.816
Rio Novo,HID,Trecho_Drenagem,ES,-206.456,-409.526
Rio Novo,HID,Trecho_Drenagem,ES,-208.469,-407.817
Rio Novo,HID,Trecho_Drenagem,ES,-208.574,-40.791
Rio Novo,HID,Trecho_Drenagem,ES,-208.711,-409.765
Rio Novo,HID,Trecho_Drenagem,ES,-208.494,-409.871
Rio Novo,HID,Trecho_Drenagem,ES,-208.313,-409.862
Rio Novo,HID,Trecho_Drenagem,ES,-207.709,-410.062
Rio Novo,HID,Trecho_Drenagem,ES,-208.924,-408.636
Rio Novo,HID,Trecho_Drenagem,ES,-208.905,-409.078
Rio Novo,HID,Trecho_Drenagem,ES,-208.908,-409.281
Rio Novo,HID,Trecho_Drenagem,ES,-207.032,-410.128
Rio Novo,HID,Trecho_Drenagem,ES,-207.441,-410.273
Rio Novo,HID,Trecho_Drenagem,ES,-20.759,-410.155
Rio Novo,HID,Trecho_Drenagem,ES,-207.828,-40.993
Rio Novo,HID,Trecho_Drenagem,ES,-208.901,-408.984
Rio Novo,HID,Trecho_Drenagem,ES,-206.748,-410.111
Rio Novo,HID,Trecho_Drenagem,ES,-206.765,-41.011
Rio Novo,HID,Trecho_Drenagem,ES,-20.79,-409.929
Rio Novo,HID,Trecho_Drenagem,ES,-208.511,-407.855
Rio Novo,HID,Trecho_Drenagem,ES,-208.448,-407.746
Rio Novo,HID,Trecho_Drenagem,ES,-206.827,-410.093
Rio Novo,HID,Trecho_Drenagem,ES,-207.756,-409.954
Rio Novo,HID,Trecho_Drenagem,ES,-20.694,-410.108
Rio Novo,HID,Trecho_Drenagem,ES,-208.377,-409.903
Rio Novo,HID,Trecho_Drenagem,ES,-208.872,-408.537
Rio Novo,HID,Trecho_Drenagem,ES,-208.633,-407.962
Rio Novo,HID,Trecho_Drenagem,ES,-208.692,-408.016
Rio Novo,HID,Trecho_Drenagem,ES,-208.803,-408.114
Rio Novo,HID,Trecho_Drenagem,ES,-20.877,-409.603
Rio Novo,HID,Trecho_Drenagem,ES,-208.811,-409.515
Rio Novo,HID,Trecho_Drenagem,ES,-208.871,-40.941
Rio Novo,HID,Trecho_Drenagem,ES,-208.911,-408.221
Rio Novo,HID,Trecho_Drenagem,ES,-206.209,-409.185
Rio Novo,HID,Trecho_Drenagem,ES,-208.894,-408.393
Rio Novo,HID,Trecho_Drenagem,ES,-206.276,-409.391
Rio Novo,HID,Trecho_Drenagem,ES,-207.176,-410.292
Rio Novo,HID,Trecho_Drenagem,ES,-208.907,-409.139
Rio Novo,HID,Trecho_Drenagem,ES,-208.244,-409.794
Rio Novo,HID,Trecho_Drenagem,ES,-208.907,-408.839
Rio Novo,HID,Trecho_Drenagem,ES,-208.904,-40.886
Rio Novo,HID,Trecho_Drenagem,ES,-207.505,-410.165
Rio Novo,HID,Trecho_Drenagem,ES,-206.733,-410.087
Rio Novo do Sul,LOC,Cidade,ES,-208.647,-40.937
Rio Novo do Sul,LOC,Area_Edificada,ES,-208.645,-409.365
Rio Palmeirinha,HID,Trecho_Drenagem,ES,-184.014,-400.073
Rio Palmeirinha,HID,Trecho_Drenagem,ES,-184.077,-402.186
Rio Palmeirinha,HID,Trecho_Drenagem,ES,-183.854,-40.218
Rio Palmeirinha,HID,Trecho_Drenagem,ES,-184.191,-40.056
Rio Palmeirinha,HID,Trecho_Drenagem,ES,-184.121,-400.516
Rio Palmeirinha,HID,Trecho_Drenagem,ES,-184.113,-400.447
Rio Palmeirinha,HID,Trecho_Drenagem,ES,-184.118,-400.277
Rio Palmeirinha,HID,Trecho_Drenagem,ES,-183.957,-402.179
Rio Palmeirinha,HID,Trecho_Drenagem,ES,-184.147,-40.041
Rio Palmeirinha,HID,Trecho_Drenagem,ES,-184.443,-402.185
Rio Palmeirinha,HID,Trecho_Drenagem,ES,-184.553,-401.817
Rio Palmeirinha,HID,Trecho_Drenagem,ES,-184.517,-401.924
Rio Palmeirinha,HID,Trecho_Drenagem,ES,-184.525,-401.438
Rio Palmeirinha,HID,Trecho_Drenagem,ES,-18.419,-40.217
Rio Palmeirinha,HID,Trecho_Drenagem,ES,-18.447,-402.174
Rio Palmeirinha,HID,Trecho_Drenagem,ES,-184.512,-40.206
Rio Palmeirinha,HID,Trecho_Drenagem,ES,-184.337,-402.146
Rio Palmeirinha,HID,Trecho_Drenagem,ES,-184.321,-400.869
Rio Pancas,HID,Trecho_Drenagem,ES,-194.294,-406.573
Rio Pancas,HID,Trecho_Drenagem,ES,-190.499,-40.869
Rio Pancas,HID,Trecho_Drenagem,ES,-194.397,-406.469
Rio Pancas,HID,Trecho_Drenagem,ES,-194.543,-406.371
Rio Pancas,HID,Trecho_Drenagem,ES,-19.178,-407.048
Rio Pancas,HID,Trecho_Drenagem,ES,-194.563,-406.249
Rio Pancas,HID,Trecho_Drenagem,ES,-192.476,-407.435
Rio Pancas,HID,Trecho_Drenagem,ES,-192.585,-40.741
Rio Pancas,HID,Trecho_Drenagem,ES,-192.693,-407.333
Rio Pancas,HID,Trecho_Drenagem,ES,-190.542,-407.893
Rio Pancas,HID,Trecho_Drenagem,ES,-19.134,-409.456
Rio Pancas,HID,Trecho_Drenagem,ES,-19.367,-406.898
Rio Pancas,HID,Trecho_Drenagem,ES,-191.241,-409.239
Rio Pancas,HID,Trecho_Drenagem,ES,-191.255,-40.906
Rio Pancas,HID,Trecho_Drenagem,ES,-191.522,-40.713
Rio Pancas,HID,Trecho_Drenagem,ES,-191.276,-407.198
Rio Pancas,HID,Trecho_Drenagem,ES,-191.138,-407.227
Rio Pancas,HID,Trecho_Drenagem,ES,-191.115,-407.241
Rio Pancas,HID,Trecho_Drenagem,ES,-194.287,-406.721
Rio Pancas,HID,Trecho_Drenagem,ES,-190.899,-407.269
Rio Pancas,HID,Trecho_Drenagem,ES,-193.073,-407.153
Rio Pancas,HID,Trecho_Drenagem,ES,-194.828,-406.139
Rio Pancas,HID,Trecho_Drenagem,ES,-192.056,-407.022
Rio Pancas,HID,Trecho_Drenagem,ES,-190.529,-407.654
Rio Pancas,HID,Trecho_Drenagem,ES,-193.128,-407.237
Rio Pancas,HID,Trecho_Drenagem,ES,-191.877,-407.029
Rio Pancas,HID,Trecho_Drenagem,ES,-194.908,-406.176
Rio Pancas,HID,Trecho_Drenagem,ES,-19.501,-40.615
Rio Pancas,HID,Trecho_Drenagem,ES,-193.441,-406.873
Rio Pancas,HID,Trecho_Drenagem,ES,-193.202,-407.157
Rio Pancas,HID,Trecho_Drenagem,ES,-194.631,-406.145
Rio Pancas,HID,Trecho_Drenagem,ES,-195.067,-406.116
Rio Pancas,HID,Trecho_Drenagem,ES,-195.099,-40.609
Rio Pancas,HID,Trecho_Drenagem,ES,-193.234,-40.701
Rio Pancas,HID,Trecho_Drenagem,ES,-193.149,-407.238
Rio Pancas,HID,Trecho_Drenagem,ES,-193.283,-406.905
Rio Pancas,HID,Trecho_Drenagem,ES,-192.801,-407.316
Rio Pancas,HID,Trecho_Drenagem,ES,-194.271,-406.807
Rio Pancas,HID,Trecho_Drenagem,ES,-192.857,-407.308
Rio Pancas,HID,Trecho_Drenagem,ES,-192.083,-407.023
Rio Pancas,HID,Trecho_Drenagem,ES,-190.502,-40.866
Rio Pancas,HID,Trecho_Drenagem,ES,-194.678,-406.077
Rio Pancas,HID,Trecho_Drenagem,ES,-194.661,-406.068
Rio Pancas,HID,Trecho_Drenagem,ES,-190.729,-408.982
Rio Pancas,HID,Trecho_Drenagem,ES,-190.586,-407.343
Rio Pancas,HID,Trecho_Drenagem,ES,-192.918,-407.226
Rio Pancas,HID,Trecho_Drenagem,ES,-190.541,-407.453
Rio Pancas,HID,Trecho_Drenagem,ES,-190.414,-408.205
Rio Pancas,HID,Trecho_Drenagem,ES,-193.786,-406.926
Rio Pancas,HID,Trecho_Drenagem,ES,-193.855,-406.926
Rio Pancas,HID,Trecho_Drenagem,ES,-193.969,-406.888
Rio Pancas,HID,Trecho_Drenagem,ES,-19.05,-407.549
Rio Pancas,HID,Trecho_Drenagem,ES,-190.522,-408.143
Rio Pancas,HID,Trecho_Drenagem,ES,-190.473,-408.565
Rio Pancas,HID,Trecho_Drenagem,ES,-190.424,-408.481
Rio Pancas,HID,Trecho_Drenagem,ES,-192.419,-407.347
Rio Pancas,HID,Trecho_Drenagem,ES,-190.407,-408.447
Rio Pancas,HID,Trecho_Drenagem,ES,-19.219,-407.058
Rio Pancas,HID,Trecho_Drenagem,ES,-190.442,-408.311
Rio Pancas,HID,Trecho_Drenagem,ES,-19.401,-406.824
Rio Pancas,HID,Trecho_Drenagem,ES,-192.395,-407.233
Rio Pancas,HID,Trecho_Drenagem,ES,-191.666,-407.049
Rio Pancas,HID,Trecho_Drenagem,ES,-192.343,-407.129
Rio Pancas,HID,Trecho_Drenagem,ES,-191.982,-407.008
Rio Pancas,HID,Trecho_Drenagem,ES,-190.501,-408.722
Rio Pancas,HID,Trecho_Drenagem,ES,-190.555,-40.886
Rio Pancas,HID,Trecho_Drenagem,ES,-194.745,-406.136
Rio Pancas,HID,Trecho_Drenagem,ES,-194.121,-406.828
Rio Paraíso,HID,Trecho_Drenagem,ES,-210.731,-412.735
Rio Paraíso,HID,Trecho_Drenagem,ES,-210.837,-412.454
Rio Paraíso,HID,Trecho_Drenagem,ES,-210.628,-412.807
Rio Paraíso,HID,Trecho_Drenagem,ES,-210.765,-41.264
Rio Paraju,HID,Trecho_Drenagem,ES,-181.059,-40.899
Rio Pardinho,HID,Trecho_Drenagem,ES,-203.501,-41.579
Rio Pardinho,HID,Trecho_Drenagem,ES,-203.614,-416.032
Rio Pardinho,HID,Trecho_Drenagem,ES,-203.411,-416.422
Rio Pardinho,HID,Trecho_Drenagem,ES,-203.639,-416.085
Rio Pardinho,HID,Trecho_Drenagem,ES,-203.342,-415.566
Rio Pardinho,HID,Trecho_Drenagem,ES,-203.589,-415.974
Rio Pardinho,HID,Trecho_Drenagem,ES,-203.505,-41.625
Rio Pardinho,HID,Trecho_Drenagem,ES,-203.372,-416.448
Rio Pardinho,HID,Trecho_Drenagem,ES,-203.538,-415.866
Rio Pardinho,HID,Trecho_Drenagem,ES,-203.381,-416.438
Rio Pardinho,HID,Trecho_Drenagem,ES,-203.252,-416.489
Rio Pardinho,HID,Trecho_Drenagem,ES,-203.467,-415.722
Rio Pardinho,HID,Trecho_Drenagem,ES,-203.622,-416.188
Rio Pardinho,HID,Trecho_Drenagem,ES,-20.347,-415.643
Rio Pardinho,HID,Trecho_Drenagem,ES,-203.503,-416.332
Rio Pardo,HID,Trecho_Drenagem,ES,-203.031,-415.495
Rio Pardo,HID,Trecho_Drenagem,ES,-202.319,-415.065
Rio Pardo,HID,Trecho_Drenagem,ES,-202.967,-415.539
Rio Pardo,HID,Trecho_Drenagem,ES,-202.499,-415.205
Rio Pardo,HID,Trecho_Drenagem,ES,-202.422,-415.143
Rio Pardo,HID,Trecho_Drenagem,ES,-202.386,-415.126
Rio Pardo,HID,Trecho_Drenagem,ES,-202.914,-415.571
Rio Pardo,HID,Trecho_Drenagem,ES,-202.829,-415.594
Rio Pardo,HID,Trecho_Drenagem,ES,-202.671,-415.414
Rio Pardo,HID,Trecho_Drenagem,ES,-202.291,-41.484
Rio Pardo,HID,Trecho_Drenagem,ES,-204.265,-415.046
Rio Pardo,HID,Trecho_Drenagem,ES,-20.225,-414.171
Rio Pardo,HID,Trecho_Drenagem,ES,-204.611,-414.778
Rio Pardo,HID,Trecho_Drenagem,ES,-202.248,-414.668
Rio Pardo,HID,Trecho_Drenagem,ES,-204.522,-414.907
Rio Pardo,HID,Trecho_Drenagem,ES,-202.726,-415.516
